q_id,question,context
bde2ee4b-4c1b-4293-8940-1918871d0fc7,What is the average cost of tuition for a four-year college?,"The average cost of tuition for a four-year college varies depending on the school and location. According to the College Board, the average cost of tuition and fees for the 2020-2021 academic year was $10,560 for in-state students at public four-year colleges and $37,650 for private four-year colleges."
f538f232-042b-4c40-abb6-9bf2a03f0d6c,How do I transfer credits from one college to another?,You can transfer credits from one college to another by requesting an official transcript from your previous college and submitting it to your new college. Be sure to check with your new college to see which credits will transfer.
0e049a42-ba78-4d4e-aaf6-bf674f2a59fe,What is the difference between a bachelor's degree and an associate's degree?,"A bachelor's degree typically takes four years to complete and provides a more in-depth education in a specific field, while an associate's degree typically takes two years to complete and provides a more general education."
7a93e85e-38ea-4950-8188-d70634aa3d96,How do I apply for a scholarship?,"You can apply for a scholarship by researching available scholarships and their requirements, and then submitting an application that meets those requirements. Be sure to submit your application before the deadline."
c4c9ec56-09ac-4f81-90da-d6a36c7c9ecc,What is the difference between a public and private college?,"A public college is funded by the government and typically has lower tuition costs, while a private college is funded by private donations and tuition costs are usually higher."
2cc1c6ca-0133-4ae8-ad96-3fcc546b8101,What is the difference between a college and a university?,"A college typically offers undergraduate degrees and focuses on teaching and learning, while a university offers both undergraduate and graduate degrees and also conducts research."
a7c61070-1ee0-4e1a-89fb-3be2782a6b64,What is the accreditation process for schools?,"Accreditation is a voluntary process that schools undergo to demonstrate their quality and credibility. It involves a review of the school's curriculum, faculty, facilities, and student services by an independent accrediting agency."
e04573ef-5185-49f4-a701-da051cbbfe67,How do I apply for financial aid for college?,"To apply for financial aid, you need to complete the Free Application for Federal Student Aid (FAFSA) form. This form is used to determine your eligibility for federal grants, loans, and work-study programs."
1267def5-9348-4480-beea-515035e97b5f,What is the difference between a grant and a scholarship?,"A grant is a form of financial aid that does not need to be repaid, while a scholarship is a form of financial aid that may be awarded based on academic merit, athletic ability, or other criteria."
48874fe4-2842-4d76-a46e-211d44f66d0c,What is the difference between a public and a private school?,"A public school is funded by the government and is open to all students, while a private school is funded by tuition and donations and may have more selective admission requirements."
9a971ae4-8445-45fc-ba37-02a6e3c79469,What is the importance of internships in college?,Internships provide students with real-world experience in their field of study and can help them build valuable skills and connections that can lead to future job opportunities.
